CandidateVectorId,EquivalenceClassId,RepresentativeVectorId,Retained,EquivalenceSignatureSha256,EquivalenceSignature,MessageAlias,Scenario,StateBefore,VectorType,Perturbation,ConfigHash,RequirementId,CoverageObligations,InputSeed,ReductionReason,DataOrigin
V0028,EC-006,V0026,false,c45f62a521f65e2dd764d8ab7510a6f4bdd035e1ab19dc95f57e5382821f31a6,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY"",""message_alias"":""PDU-B"",""perturbation"":""NONE"",""requirement_id"":""REQ-VALID-DELIVERY"",""scenario"":""合法基准通信"",""state_before"":""SYNC"",""vector_type"":""VALID""}",PDU-B,合法基准通信,SYNC,VALID,NONE,9eed31c538ea306b,REQ-VALID-DELIVERY,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY,20270914,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0029,EC-006,V0026,false,c45f62a521f65e2dd764d8ab7510a6f4bdd035e1ab19dc95f57e5382821f31a6,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY"",""message_alias"":""PDU-B"",""perturbation"":""NONE"",""requirement_id"":""REQ-VALID-DELIVERY"",""scenario"":""合法基准通信"",""state_before"":""SYNC"",""vector_type"":""VALID""}",PDU-B,合法基准通信,SYNC,VALID,NONE,9eed31c538ea306b,REQ-VALID-DELIVERY,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY,20270915,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0030,EC-006,V0026,false,c45f62a521f65e2dd764d8ab7510a6f4bdd035e1ab19dc95f57e5382821f31a6,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY"",""message_alias"":""PDU-B"",""perturbation"":""NONE"",""requirement_id"":""REQ-VALID-DELIVERY"",""scenario"":""合法基准通信"",""state_before"":""SYNC"",""vector_type"":""VALID""}",PDU-B,合法基准通信,SYNC,VALID,NONE,9eed31c538ea306b,REQ-VALID-DELIVERY,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY,20270916,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0031,EC-007,V0031,true,87972c752f3557965bb85e8db18103562f35074b7bd5b6aafc5d96d4fc302047,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY"",""message_alias"":""PDU-B"",""perturbation"":""XOR_0x01_AT_AUTH_AREA_OFFSET"",""requirement_id"":""REQ-AUTH-AREA-INTEGRITY"",""scenario"":""受认证区域内载荷篡改"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-B,受认证区域内载荷篡改,SYNC,TAMPER,XOR_0x01_AT_AUTH_AREA_OFFSET,9eed31c538ea306b,REQ-AUTH-AREA-INTEGRITY,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY,20271012,lowest VectorId retained as deterministic representative,derived_from_disclosed_candidate_vectors
V0032,EC-007,V0031,false,87972c752f3557965bb85e8db18103562f35074b7bd5b6aafc5d96d4fc302047,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY"",""message_alias"":""PDU-B"",""perturbation"":""XOR_0x01_AT_AUTH_AREA_OFFSET"",""requirement_id"":""REQ-AUTH-AREA-INTEGRITY"",""scenario"":""受认证区域内载荷篡改"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-B,受认证区域内载荷篡改,SYNC,TAMPER,XOR_0x01_AT_AUTH_AREA_OFFSET,9eed31c538ea306b,REQ-AUTH-AREA-INTEGRITY,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY,20271013,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0033,EC-007,V0031,false,87972c752f3557965bb85e8db18103562f35074b7bd5b6aafc5d96d4fc302047,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY"",""message_alias"":""PDU-B"",""perturbation"":""XOR_0x01_AT_AUTH_AREA_OFFSET"",""requirement_id"":""REQ-AUTH-AREA-INTEGRITY"",""scenario"":""受认证区域内载荷篡改"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-B,受认证区域内载荷篡改,SYNC,TAMPER,XOR_0x01_AT_AUTH_AREA_OFFSET,9eed31c538ea306b,REQ-AUTH-AREA-INTEGRITY,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY,20271014,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0034,EC-007,V0031,false,87972c752f3557965bb85e8db18103562f35074b7bd5b6aafc5d96d4fc302047,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY"",""message_alias"":""PDU-B"",""perturbation"":""XOR_0x01_AT_AUTH_AREA_OFFSET"",""requirement_id"":""REQ-AUTH-AREA-INTEGRITY"",""scenario"":""受认证区域内载荷篡改"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-B,受认证区域内载荷篡改,SYNC,TAMPER,XOR_0x01_AT_AUTH_AREA_OFFSET,9eed31c538ea306b,REQ-AUTH-AREA-INTEGRITY,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY,20271015,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0035,EC-007,V0031,false,87972c752f3557965bb85e8db18103562f35074b7bd5b6aafc5d96d4fc302047,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY"",""message_alias"":""PDU-B"",""perturbation"":""XOR_0x01_AT_AUTH_AREA_OFFSET"",""requirement_id"":""REQ-AUTH-AREA-INTEGRITY"",""scenario"":""受认证区域内载荷篡改"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-B,受认证区域内载荷篡改,SYNC,TAMPER,XOR_0x01_AT_AUTH_AREA_OFFSET,9eed31c538ea306b,REQ-AUTH-AREA-INTEGRITY,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY,20271016,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0036,EC-008,V0036,true,9dcb6c1d5f9262fb4ee95da6a20213e53ef7c9a53f4044de37062b5151ca95fe,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION"",""message_alias"":""PDU-B"",""perturbation"":""REPLACE_TRUNCATED_MAC_WITH_ZERO"",""requirement_id"":""REQ-MAC-FORGERY-REJECTION"",""scenario"":""全零认证器伪造"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-B,全零认证器伪造,SYNC,TAMPER,REPLACE_TRUNCATED_MAC_WITH_ZERO,9eed31c538ea306b,REQ-MAC-FORGERY-REJECTION,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION,20271112,lowest VectorId retained as deterministic representative,derived_from_disclosed_candidate_vectors
V0037,EC-008,V0036,false,9dcb6c1d5f9262fb4ee95da6a20213e53ef7c9a53f4044de37062b5151ca95fe,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION"",""message_alias"":""PDU-B"",""perturbation"":""REPLACE_TRUNCATED_MAC_WITH_ZERO"",""requirement_id"":""REQ-MAC-FORGERY-REJECTION"",""scenario"":""全零认证器伪造"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-B,全零认证器伪造,SYNC,TAMPER,REPLACE_TRUNCATED_MAC_WITH_ZERO,9eed31c538ea306b,REQ-MAC-FORGERY-REJECTION,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION,20271113,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0038,EC-008,V0036,false,9dcb6c1d5f9262fb4ee95da6a20213e53ef7c9a53f4044de37062b5151ca95fe,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION"",""message_alias"":""PDU-B"",""perturbation"":""REPLACE_TRUNCATED_MAC_WITH_ZERO"",""requirement_id"":""REQ-MAC-FORGERY-REJECTION"",""scenario"":""全零认证器伪造"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-B,全零认证器伪造,SYNC,TAMPER,REPLACE_TRUNCATED_MAC_WITH_ZERO,9eed31c538ea306b,REQ-MAC-FORGERY-REJECTION,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION,20271114,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0039,EC-008,V0036,false,9dcb6c1d5f9262fb4ee95da6a20213e53ef7c9a53f4044de37062b5151ca95fe,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION"",""message_alias"":""PDU-B"",""perturbation"":""REPLACE_TRUNCATED_MAC_WITH_ZERO"",""requirement_id"":""REQ-MAC-FORGERY-REJECTION"",""scenario"":""全零认证器伪造"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-B,全零认证器伪造,SYNC,TAMPER,REPLACE_TRUNCATED_MAC_WITH_ZERO,9eed31c538ea306b,REQ-MAC-FORGERY-REJECTION,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION,20271115,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0040,EC-008,V0036,false,9dcb6c1d5f9262fb4ee95da6a20213e53ef7c9a53f4044de37062b5151ca95fe,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION"",""message_alias"":""PDU-B"",""perturbation"":""REPLACE_TRUNCATED_MAC_WITH_ZERO"",""requirement_id"":""REQ-MAC-FORGERY-REJECTION"",""scenario"":""全零认证器伪造"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-B,全零认证器伪造,SYNC,TAMPER,REPLACE_TRUNCATED_MAC_WITH_ZERO,9eed31c538ea306b,REQ-MAC-FORGERY-REJECTION,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION,20271116,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0041,EC-009,V0041,true,245a191dc5ca15e438b8c85142385bbccc3d1dbcd643de49a4b4c858061f6552,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION"",""message_alias"":""PDU-B"",""perturbation"":""REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU"",""requirement_id"":""REQ-FRESHNESS-REPLAY-REJECTION"",""scenario"":""已接收报文重放"",""state_before"":""SYNC"",""vector_type"":""REPLAY""}",PDU-B,已接收报文重放,SYNC,REPLAY,REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU,9eed31c538ea306b,REQ-FRESHNESS-REPLAY-REJECTION,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION,20271212,lowest VectorId retained as deterministic representative,derived_from_disclosed_candidate_vectors
V0042,EC-009,V0041,false,245a191dc5ca15e438b8c85142385bbccc3d1dbcd643de49a4b4c858061f6552,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION"",""message_alias"":""PDU-B"",""perturbation"":""REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU"",""requirement_id"":""REQ-FRESHNESS-REPLAY-REJECTION"",""scenario"":""已接收报文重放"",""state_before"":""SYNC"",""vector_type"":""REPLAY""}",PDU-B,已接收报文重放,SYNC,REPLAY,REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU,9eed31c538ea306b,REQ-FRESHNESS-REPLAY-REJECTION,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION,20271213,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0043,EC-009,V0041,false,245a191dc5ca15e438b8c85142385bbccc3d1dbcd643de49a4b4c858061f6552,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION"",""message_alias"":""PDU-B"",""perturbation"":""REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU"",""requirement_id"":""REQ-FRESHNESS-REPLAY-REJECTION"",""scenario"":""已接收报文重放"",""state_before"":""SYNC"",""vector_type"":""REPLAY""}",PDU-B,已接收报文重放,SYNC,REPLAY,REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU,9eed31c538ea306b,REQ-FRESHNESS-REPLAY-REJECTION,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION,20271214,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0044,EC-009,V0041,false,245a191dc5ca15e438b8c85142385bbccc3d1dbcd643de49a4b4c858061f6552,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION"",""message_alias"":""PDU-B"",""perturbation"":""REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU"",""requirement_id"":""REQ-FRESHNESS-REPLAY-REJECTION"",""scenario"":""已接收报文重放"",""state_before"":""SYNC"",""vector_type"":""REPLAY""}",PDU-B,已接收报文重放,SYNC,REPLAY,REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU,9eed31c538ea306b,REQ-FRESHNESS-REPLAY-REJECTION,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION,20271215,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0045,EC-009,V0041,false,245a191dc5ca15e438b8c85142385bbccc3d1dbcd643de49a4b4c858061f6552,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION"",""message_alias"":""PDU-B"",""perturbation"":""REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU"",""requirement_id"":""REQ-FRESHNESS-REPLAY-REJECTION"",""scenario"":""已接收报文重放"",""state_before"":""SYNC"",""vector_type"":""REPLAY""}",PDU-B,已接收报文重放,SYNC,REPLAY,REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU,9eed31c538ea306b,REQ-FRESHNESS-REPLAY-REJECTION,MESSAGE:PDU-B|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION,20271216,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0046,EC-010,V0046,true,13ecabd1d40938f1f02b6cd2d32d3b8e79216c5eaed7f5d578e5c2e973ba6785,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING"",""message_alias"":""PDU-B"",""perturbation"":""AUTHENTICATED_POST_ROLLOVER_LOW_FV_5"",""requirement_id"":""REQ-ROLLOVER-GATING"",""scenario"":""严格策略下FV回绕候选"",""state_before"":""ROLLOVER_PENDING"",""vector_type"":""BOUNDARY_OUT""}",PDU-B,严格策略下FV回绕候选,ROLLOVER_PENDING,BOUNDARY_OUT,AUTHENTICATED_POST_ROLLOVER_LOW_FV_5,9eed31c538ea306b,REQ-ROLLOVER-GATING,MESSAGE:PDU-B|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING,20271312,lowest VectorId retained as deterministic representative,derived_from_disclosed_candidate_vectors
V0047,EC-010,V0046,false,13ecabd1d40938f1f02b6cd2d32d3b8e79216c5eaed7f5d578e5c2e973ba6785,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING"",""message_alias"":""PDU-B"",""perturbation"":""AUTHENTICATED_POST_ROLLOVER_LOW_FV_5"",""requirement_id"":""REQ-ROLLOVER-GATING"",""scenario"":""严格策略下FV回绕候选"",""state_before"":""ROLLOVER_PENDING"",""vector_type"":""BOUNDARY_OUT""}",PDU-B,严格策略下FV回绕候选,ROLLOVER_PENDING,BOUNDARY_OUT,AUTHENTICATED_POST_ROLLOVER_LOW_FV_5,9eed31c538ea306b,REQ-ROLLOVER-GATING,MESSAGE:PDU-B|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING,20271313,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0048,EC-010,V0046,false,13ecabd1d40938f1f02b6cd2d32d3b8e79216c5eaed7f5d578e5c2e973ba6785,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING"",""message_alias"":""PDU-B"",""perturbation"":""AUTHENTICATED_POST_ROLLOVER_LOW_FV_5"",""requirement_id"":""REQ-ROLLOVER-GATING"",""scenario"":""严格策略下FV回绕候选"",""state_before"":""ROLLOVER_PENDING"",""vector_type"":""BOUNDARY_OUT""}",PDU-B,严格策略下FV回绕候选,ROLLOVER_PENDING,BOUNDARY_OUT,AUTHENTICATED_POST_ROLLOVER_LOW_FV_5,9eed31c538ea306b,REQ-ROLLOVER-GATING,MESSAGE:PDU-B|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING,20271314,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0049,EC-010,V0046,false,13ecabd1d40938f1f02b6cd2d32d3b8e79216c5eaed7f5d578e5c2e973ba6785,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING"",""message_alias"":""PDU-B"",""perturbation"":""AUTHENTICATED_POST_ROLLOVER_LOW_FV_5"",""requirement_id"":""REQ-ROLLOVER-GATING"",""scenario"":""严格策略下FV回绕候选"",""state_before"":""ROLLOVER_PENDING"",""vector_type"":""BOUNDARY_OUT""}",PDU-B,严格策略下FV回绕候选,ROLLOVER_PENDING,BOUNDARY_OUT,AUTHENTICATED_POST_ROLLOVER_LOW_FV_5,9eed31c538ea306b,REQ-ROLLOVER-GATING,MESSAGE:PDU-B|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING,20271315,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0050,EC-010,V0046,false,13ecabd1d40938f1f02b6cd2d32d3b8e79216c5eaed7f5d578e5c2e973ba6785,"{""config_hash"":""9eed31c538ea306b"",""coverage_obligations"":""MESSAGE:PDU-B|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING"",""message_alias"":""PDU-B"",""perturbation"":""AUTHENTICATED_POST_ROLLOVER_LOW_FV_5"",""requirement_id"":""REQ-ROLLOVER-GATING"",""scenario"":""严格策略下FV回绕候选"",""state_before"":""ROLLOVER_PENDING"",""vector_type"":""BOUNDARY_OUT""}",PDU-B,严格策略下FV回绕候选,ROLLOVER_PENDING,BOUNDARY_OUT,AUTHENTICATED_POST_ROLLOVER_LOW_FV_5,9eed31c538ea306b,REQ-ROLLOVER-GATING,MESSAGE:PDU-B|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING,20271316,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0051,EC-011,V0051,true,51137a5a75b53d4cafc2bdd28f53d92f8d3884dadf030e1fa3f04b052ef19080,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY"",""message_alias"":""PDU-C"",""perturbation"":""NONE"",""requirement_id"":""REQ-VALID-DELIVERY"",""scenario"":""合法基准通信"",""state_before"":""SYNC"",""vector_type"":""VALID""}",PDU-C,合法基准通信,SYNC,VALID,NONE,c1d55f69700cfe26,REQ-VALID-DELIVERY,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY,20280912,lowest VectorId retained as deterministic representative,derived_from_disclosed_candidate_vectors
V0052,EC-011,V0051,false,51137a5a75b53d4cafc2bdd28f53d92f8d3884dadf030e1fa3f04b052ef19080,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY"",""message_alias"":""PDU-C"",""perturbation"":""NONE"",""requirement_id"":""REQ-VALID-DELIVERY"",""scenario"":""合法基准通信"",""state_before"":""SYNC"",""vector_type"":""VALID""}",PDU-C,合法基准通信,SYNC,VALID,NONE,c1d55f69700cfe26,REQ-VALID-DELIVERY,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY,20280913,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0053,EC-011,V0051,false,51137a5a75b53d4cafc2bdd28f53d92f8d3884dadf030e1fa3f04b052ef19080,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY"",""message_alias"":""PDU-C"",""perturbation"":""NONE"",""requirement_id"":""REQ-VALID-DELIVERY"",""scenario"":""合法基准通信"",""state_before"":""SYNC"",""vector_type"":""VALID""}",PDU-C,合法基准通信,SYNC,VALID,NONE,c1d55f69700cfe26,REQ-VALID-DELIVERY,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY,20280914,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0054,EC-011,V0051,false,51137a5a75b53d4cafc2bdd28f53d92f8d3884dadf030e1fa3f04b052ef19080,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY"",""message_alias"":""PDU-C"",""perturbation"":""NONE"",""requirement_id"":""REQ-VALID-DELIVERY"",""scenario"":""合法基准通信"",""state_before"":""SYNC"",""vector_type"":""VALID""}",PDU-C,合法基准通信,SYNC,VALID,NONE,c1d55f69700cfe26,REQ-VALID-DELIVERY,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY,20280915,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0055,EC-011,V0051,false,51137a5a75b53d4cafc2bdd28f53d92f8d3884dadf030e1fa3f04b052ef19080,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY"",""message_alias"":""PDU-C"",""perturbation"":""NONE"",""requirement_id"":""REQ-VALID-DELIVERY"",""scenario"":""合法基准通信"",""state_before"":""SYNC"",""vector_type"":""VALID""}",PDU-C,合法基准通信,SYNC,VALID,NONE,c1d55f69700cfe26,REQ-VALID-DELIVERY,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY,20280916,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
