RunId,VectorId,Scenario,MessageAlias,Repeat,ConfigHash,InputSeed,PayloadSha256,WirePduSha256,StateBefore,VectorType,z_auth,z_fresh,d_app,a_resync,nu_state,Error,EvidenceCompleteness,Verdict,HostElapsedNs,ReceiverTauNs,DataOrigin
PYOBS-20260921T013915Z,69,已接收报文重放,PDU-C,4,c1d55f69700cfe26,20281215,0b042c792dae3b079cdb10c57297ed073809f383eb116e015274f60b621fd359,a13793bc6c897a7c8ec94088c3d9ba43df63d5e8bc07a8cd8f742a746e9f3a55,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,186622,183391,direct_python_execution
PYOBS-20260921T013915Z,70,已接收报文重放,PDU-C,5,c1d55f69700cfe26,20281216,aa07cdca1983cd99952064e0b745d517c96f84c4b87b1e2f1ead25f73c47c1b0,f5af9bbe4a6e7a8e6bdae108793bdd9217e16167d546720e9557557456dfcdb6,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,188055,185375,direct_python_execution
PYOBS-20260921T013915Z,71,严格策略下FV回绕候选,PDU-C,1,c1d55f69700cfe26,20281312,7e13b21ba5a61faf5d3f19e21f977df31ed1a3e677cc4fd3bdf4e42e23f77100,0e3589e7328ccc576885e7616e3879de100b1cba44f9c0e922882d621460a76f,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,178369,175377,direct_python_execution
PYOBS-20260921T013915Z,72,严格策略下FV回绕候选,PDU-C,2,c1d55f69700cfe26,20281313,7a56a094c633f5957f70c16ddbc2b61eb78d0a1ae16140edefdd246f8419fb89,9d63dd5205f9b85383421ea9c4e21a57d233c5b0f720651dee341341621e8d88,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,203018,200157,direct_python_execution
PYOBS-20260921T013915Z,73,严格策略下FV回绕候选,PDU-C,3,c1d55f69700cfe26,20281314,58ece9e5344a17936c9cb363d008327402f2b8bfa687bd9e3f6d017184dcc5f8,c019bf4c8499b6622fb825afea9156ce5162782d672c85150e0ef21b65fd606a,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,161208,158775,direct_python_execution
PYOBS-20260921T013915Z,74,严格策略下FV回绕候选,PDU-C,4,c1d55f69700cfe26,20281315,442f7883273800311c98cb10e562db319f3684b46ec0f8d81c1fda81ed4aacfe,e333ab10cdce854c894de83da8d1a62bdf8bc382024d3137482ae5fbfecd0f55,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,247380,244872,direct_python_execution
PYOBS-20260921T013915Z,75,严格策略下FV回绕候选,PDU-C,5,c1d55f69700cfe26,20281316,8f5bb1cdb8ea9bc8aed5a61c655bcc684d87ece19c81656519c6be0c0a120039,132ab749d4b5d186a06dbf363349fe966e2bcb5f8996efb6bc14af77a16aaf53,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,154488,152615,direct_python_execution
PYOBS-20260921T013915Z,76,合法基准通信,PDU-D,1,05919015c131d651,20290912,e9decfa92c59304df76484ccbc28590760769deb342ff736b05d658e01deb0e5,e40c0b7b6982c07163a924cb8d2c251fc1ad569683b08fba30e8fd16db7b001a,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,121594,119282,direct_python_execution
PYOBS-20260921T013915Z,77,合法基准通信,PDU-D,2,05919015c131d651,20290913,bad2958e1822dd2078ce8f3b82b01e296aca19fadc612635dbc26cef59ab1b8d,57dd36c33050ea615369e04bb37678910fba9203977659e74c32dd34f64b7e11,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,137960,135364,direct_python_execution
PYOBS-20260921T013915Z,78,合法基准通信,PDU-D,3,05919015c131d651,20290914,bc2cc91bd02d160993e378a659b8210f939083c67b69d2db7e1f28f11ef40a4d,441cd3fb33e6e3dbd0182f4a53893510adba47e46d31b0976fc307dbdc202b8b,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,122587,120538,direct_python_execution
PYOBS-20260921T013915Z,79,合法基准通信,PDU-D,4,05919015c131d651,20290915,62132d1d6b12735b8a9449d3e4a496b8494fa64b12e226abe0505937fa7828e1,68da1e2eb2a439474b8a7498c58599114dc4792cd36fbf160e34a863ce717268,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,125441,123440,direct_python_execution
PYOBS-20260921T013915Z,80,合法基准通信,PDU-D,5,05919015c131d651,20290916,458d88fe18080ad2403f9ac64ff798e5251d526c9e0653b0cd73f6bc15f56fc6,0564d7b9d132cb4706f2fec47913f3503b79fdd8ea7db013fffaf7aa0bbd29a2,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,119364,117390,direct_python_execution
PYOBS-20260921T013915Z,81,受认证区域内载荷篡改,PDU-D,1,05919015c131d651,20291012,082de6a4dba31a3768c2264e5401c5470e5f0757487ef85b6fa95b64a89603f7,3a27d51253984424286c0b19505962fcb875485e4be9e3346633d0712c50823b,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,123198,121006,direct_python_execution
PYOBS-20260921T013915Z,82,受认证区域内载荷篡改,PDU-D,2,05919015c131d651,20291013,a7d40b1a1e56811eb3e1a0985c001c361d7d2b36a1dfad209f10ac514ab72206,188129499f88545047efb801bfe85f64ca52955cc468b85abf7e3cd080f62454,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,119055,117186,direct_python_execution
PYOBS-20260921T013915Z,83,受认证区域内载荷篡改,PDU-D,3,05919015c131d651,20291014,1848ba6f8480c92662e46bdd0e9aa2759b95e0e2e706286dcf3f4d79374f7c3a,c88f495516e101f49e9577be1cfbbeb57f9d92361a5da258185d04b38ebcf458,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,119319,117578,direct_python_execution
PYOBS-20260921T013915Z,84,受认证区域内载荷篡改,PDU-D,4,05919015c131d651,20291015,866d5b7e94150fe744da4ed57ea1b3076ab55566ddd894e4fff580aa0e6bf56e,c101fb42f73fea593257968b07a89df40740fd3ff22e37d9eee045406cfc9898,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,162196,160092,direct_python_execution
PYOBS-20260921T013915Z,85,受认证区域内载荷篡改,PDU-D,5,05919015c131d651,20291016,336d28905aa91b50ba1350aacd9cabb5d6d025047d60080c9b045846c607df94,385caf7a4efaa0542a8818a9f99396e4f9c098bc02d969a15c93b48141afa294,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,135979,133869,direct_python_execution
PYOBS-20260921T013915Z,86,全零认证器伪造,PDU-D,1,05919015c131d651,20291112,6ef49d52877597ea7f8c4c1c6b17c2869682f65b57abfb90c67b034f98e829fd,dfacfe2d5561c6db496f864b0a494b1ad4a5860027441461ab242997ea53795a,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,152304,149274,direct_python_execution
PYOBS-20260921T013915Z,87,全零认证器伪造,PDU-D,2,05919015c131d651,20291113,4f7bc7984d128b09fc81daaaac44ceecf4c196bfd78b18abe816c400aaf13100,a3ca4b592edd69fbc79f914d3af31c6b1cfec56b3f3fd4014473577ea7c13e5b,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,140078,137844,direct_python_execution
PYOBS-20260921T013915Z,88,全零认证器伪造,PDU-D,3,05919015c131d651,20291114,752d6b8543b570f98b481b1bb6c46a4f986abcdba9dff8bfddbc845f1f69d912,52a1bbad73c1ae211a2f319a20d85a63d46f0ac97ed017a79de6546935db7658,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,116876,114904,direct_python_execution
PYOBS-20260921T013915Z,89,全零认证器伪造,PDU-D,4,05919015c131d651,20291115,1e942cd22c4e0b1d4ee8e43064c707a9571ac548bf09e58a53b5424577a2358f,9727039ad497bcef5737fab168a5e3f1ce4a225cfdcd87dc6475f9befec48b57,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,118928,117109,direct_python_execution
PYOBS-20260921T013915Z,90,全零认证器伪造,PDU-D,5,05919015c131d651,20291116,50bb29e94c2f9871ff315fb0349ffb244b4ed6c6a0eb7a0c7c65a9d69385f8b2,bdfa40bdf0dbe3120d3a4457e58d1cf207b1e7b072ee5d95dd66ac882a66590a,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,117653,115694,direct_python_execution
PYOBS-20260921T013915Z,91,已接收报文重放,PDU-D,1,05919015c131d651,20291212,5ffd7fce28c689459d259ab80d996449830e5746a5fb3bc164ad4111bd0ca02c,d2c4b5b43ec9df09da744926058106bc9f122e111c36aed8bd4bf09318e64b96,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,123115,121116,direct_python_execution
PYOBS-20260921T013915Z,92,已接收报文重放,PDU-D,2,05919015c131d651,20291213,18d179f9a26a73e064df560675cededf638522185bfccc67f542463bc3af8ff4,755c341ea5de1ba40c1ca216f89ba07c7df457e5785e2607a49896702641fa02,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,119775,118119,direct_python_execution
PYOBS-20260921T013915Z,93,已接收报文重放,PDU-D,3,05919015c131d651,20291214,1d4ef99b5917d91a39a99bffc4737de2c64ce77142b3c2535cfe78d26d3f38ce,6ac99ed2f22874548922375f243e6643da00353fcfd2b11a0b43f7bdeead1447,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,119402,117748,direct_python_execution
PYOBS-20260921T013915Z,94,已接收报文重放,PDU-D,4,05919015c131d651,20291215,7a953aed5b98c602f84e18809a2c9c4f6fd3d7e9f4ea485adc636ba640676c68,ab3e22db95cb12f3aa9acb200710ce03749cb86c9ac1a94fc9221f9910a9f978,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,114639,113051,direct_python_execution
PYOBS-20260921T013915Z,95,已接收报文重放,PDU-D,5,05919015c131d651,20291216,8182b5e2d9367d30ba78bb8317d49077168977586579ac8cab38181aea85a9d8,5bf28a0bf729d436b7b6054aa668d3927445f5d93e0722e938524a0945c29e4c,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,148225,146508,direct_python_execution
PYOBS-20260921T013915Z,96,严格策略下FV回绕候选,PDU-D,1,05919015c131d651,20291312,415580f7be9377d18c47d0aee8c5e2f7c23a116546d3145b98bfdb8721bf355a,d8ce14ed456f4d815666ad82b098cc5d109820bcc850fe8d70cc28af5633cd68,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,120022,118098,direct_python_execution
PYOBS-20260921T013915Z,97,严格策略下FV回绕候选,PDU-D,2,05919015c131d651,20291313,8d84bca315ef3ce744bb9125448e11ce4a391ab39920eea8d6cd6c39549dc281,2649f684d2fa5f9a20dd715e38693740cf207bdad340fc3e45dce0cad0c44993,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,120326,118357,direct_python_execution
PYOBS-20260921T013915Z,98,严格策略下FV回绕候选,PDU-D,3,05919015c131d651,20291314,6de91dbe340a33f0e48b8e490d3e7f2fb0aeeaea68cb07089fb32360ede1628a,da0f4664cc9cc2e21e899b72434846d7b64077cbfd9d5a77313dfc8c0e8f13db,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,132860,130211,direct_python_execution
PYOBS-20260921T013915Z,99,严格策略下FV回绕候选,PDU-D,4,05919015c131d651,20291315,7ad90da0ed6bfdac0834dc2472d7eb7669dfdb693336fdcb9260b397a4d0a573,df5b2bd55f41c938bb9131f6c4404190e39192d80fb5a3ada37ad1c171f6d69e,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,142597,140554,direct_python_execution
PYOBS-20260921T013915Z,100,严格策略下FV回绕候选,PDU-D,5,05919015c131d651,20291316,35944b19829df61dd89464518b9cbfdff8703b6e5e0821d9d09eb5e75930be50,91b50979acde18c2e6bb24d82513a96c6b89b096a27e7cd404cb1ce464084dd3,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,114687,112800,direct_python_execution
PYOBS-20260921T013915Z,101,合法基准通信,PDU-E,1,efdf03275f0fea9f,20300912,85a12d37c719a47323fc9a11be640f97e7de6d69b058cf2e2623cdfcb988b013,5719cf147eb54b9e61e759324e601c9301c72257f1c4068c055f610c5fe49185,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,154009,151442,direct_python_execution
PYOBS-20260921T013915Z,102,合法基准通信,PDU-E,2,efdf03275f0fea9f,20300913,d152983f4adbbad6c57a603c043a7e6546af99d8562525c45c7abd73e9544473,dfb1c90f16cf38486ff19850321a52ab354bf90c95284007284441f305c63560,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,194228,187332,direct_python_execution
PYOBS-20260921T013915Z,103,合法基准通信,PDU-E,3,efdf03275f0fea9f,20300914,926b6018fc80cf95eb14fe50786a54ea2600fe87021cfd1c6e9648a0bc603635,0ee4bd61ac6694125ecf47fe3c018051a796d2d921285dda3afc176ee8fec8fd,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,202700,199273,direct_python_execution
PYOBS-20260921T013915Z,104,合法基准通信,PDU-E,4,efdf03275f0fea9f,20300915,d61ca4dff8daf87b26934597851944d1094a88731f5010c1ce7e8ba3b7864f0b,657286e50e5766e31034a2bd8362bf0566d22d8cff145c51383c667140257574,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,175168,171660,direct_python_execution
PYOBS-20260921T013915Z,105,合法基准通信,PDU-E,5,efdf03275f0fea9f,20300916,93f941fbd2353dede4fdf9f6059405ea70cb6bcf892687c2832ddecf6f526f2e,acb585cd4fb1696a57bc7d78f81b141d2381f469133e144db88fd6ad38bc1f36,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,178715,175068,direct_python_execution
PYOBS-20260921T013915Z,106,受认证区域内载荷篡改,PDU-E,1,efdf03275f0fea9f,20301012,3e51c4612f546f29632f78cce0f7fe927e61969ccc8a1864ec25c156dc1d76ab,2b6f3a4a37b14549f7bb959d71ac0494ef2ee210abe097eded72ca88cab08211,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,181347,177452,direct_python_execution
PYOBS-20260921T013915Z,107,受认证区域内载荷篡改,PDU-E,2,efdf03275f0fea9f,20301013,cd43aa6565f1ef064329722823ec13b072c61eb09b4cf0cee68ec55dc88f9fc6,a4b27a6dae95926611e02bdf0d12cb646ae8de0dcb0684c24679a54a18781e54,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,203071,197442,direct_python_execution
PYOBS-20260921T013915Z,108,受认证区域内载荷篡改,PDU-E,3,efdf03275f0fea9f,20301014,7b6ca5f07507e1981652d19fa102ff4a1de564b77ce6d0d4f53b68d1f83b7955,01d8cd96dbd8329b8a6d9edf3b76c3af7912f74eb8f2e52347dd1b699e6d7d2e,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,174183,171234,direct_python_execution
PYOBS-20260921T013915Z,109,受认证区域内载荷篡改,PDU-E,4,efdf03275f0fea9f,20301015,6000639009ce470274be31cdda3cd06353546df8c1321c61c996513d57d2006b,b9fe6675f60bd7835147928c8ae078524449fca3926822feeae52726d3039fac,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,176423,173210,direct_python_execution
PYOBS-20260921T013915Z,110,受认证区域内载荷篡改,PDU-E,5,efdf03275f0fea9f,20301016,e1f1c834c40b5819579f2cb8263a5e535d6ab0e3178ec01c682af97263013525,aec1cff1828473f2759fd49b300134e5a33cdbae68769cf900d50da38948990e,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,217591,212300,direct_python_execution
PYOBS-20260921T013915Z,111,全零认证器伪造,PDU-E,1,efdf03275f0fea9f,20301112,c06729f5ad196749c79fbeac072981ff125ba5d0dfc572ea130ce253505153e1,ef4b2d507994718fae10a2066da725fdc324d6a414f164e50c4a8d1baf4163c5,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,161306,159339,direct_python_execution
PYOBS-20260921T013915Z,112,全零认证器伪造,PDU-E,2,efdf03275f0fea9f,20301113,7a6a0b4e008be0870b712c717a09d94c5afe2d096c9bb360d89864c08b6ec225,5dff58eda418d3cf9d67396a2ed404665c2615934742d33a71d8186f47d076d8,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,157010,154887,direct_python_execution
PYOBS-20260921T013915Z,113,全零认证器伪造,PDU-E,3,efdf03275f0fea9f,20301114,61fd2a3735a7c1db86c04f47506d479d406a2e9a0d843c584b40ceef38906c9e,8c45e5aca7a8225ec12682ba71d544338cda14939166545fb2e632e3ad800539,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,158979,157064,direct_python_execution
PYOBS-20260921T013915Z,114,全零认证器伪造,PDU-E,4,efdf03275f0fea9f,20301115,b7fa15ab7f0f19af34a027d0a7857d3de85cd42c87ce101818e493b197205213,452b708f0d4cc575f3f1bc49059d5b211962d4105c1f12ab4d70f5d8e2f5a4ca,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,193247,188290,direct_python_execution
PYOBS-20260921T013915Z,115,全零认证器伪造,PDU-E,5,efdf03275f0fea9f,20301116,6340860135147efa89b8da842a7449d6494b1e1d60a820fe7dd2cb210b3611de,39e7430e7da7da40bf5ca6c65fc97d00e32dbda631387c349e2d40be18307d71,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,191447,188228,direct_python_execution
PYOBS-20260921T013915Z,116,已接收报文重放,PDU-E,1,efdf03275f0fea9f,20301212,cae1e2bec54b5be130ca9509d0043b0fba4410e86ce01474fe928f8ff1c9892c,5c83e6dadeac41460c2e7cbd389831bebc32d8d8a510a35a724cbdd3f91ec58c,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,164199,162142,direct_python_execution
PYOBS-20260921T013915Z,117,已接收报文重放,PDU-E,2,efdf03275f0fea9f,20301213,b74b4c432fd284ad5578911e273f79765ee585e6a4ef927e9a8cc266da4413d6,9fe8a3ba6571ff6f0391e400912e7952d8526d8ff31b701c888bedbb3e5eb680,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,158582,156722,direct_python_execution
PYOBS-20260921T013915Z,118,已接收报文重放,PDU-E,3,efdf03275f0fea9f,20301214,7c2c32f4fbae70e945f7fbe4384c9e29120b39a30d07d264c13c561d39e4a3c6,771ed6cb55336bdc643518dba6fa1fde035c2a64af40c0bd247c69da9679d621,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,156016,154264,direct_python_execution
PYOBS-20260921T013915Z,119,已接收报文重放,PDU-E,4,efdf03275f0fea9f,20301215,f028082ec697fc8868588f53b6bf0c2a7cf13b73565cfdb2675e0668e753cb93,6c28ff38dedc2ed7d08aad684a4fccdaa8ba304979aa99cfb819f1371198068f,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,158488,156920,direct_python_execution
PYOBS-20260921T013915Z,120,已接收报文重放,PDU-E,5,efdf03275f0fea9f,20301216,41bb9b97ec99837c997a9c6cc7706d0501669dc46c60e065eafe8316a39a3705,621bda00d8ca35a4b6d7c2cc26032469795e4c682039b52d774d8ba1337f1bd8,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,156651,155038,direct_python_execution
PYOBS-20260921T013915Z,121,严格策略下FV回绕候选,PDU-E,1,efdf03275f0fea9f,20301312,a6938124ab2038bab78ad83a14a50fe4d429fb53fdc48b91a1d11b600ae4fc51,9103dc9b8e2245fa5d5cceb169c6e2fc2f7ab390e29e4397c306e033a251b124,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,162225,160217,direct_python_execution
PYOBS-20260921T013915Z,122,严格策略下FV回绕候选,PDU-E,2,efdf03275f0fea9f,20301313,efe3d262d37daf646b0603b87b99aa8b7734fd09c3eb9162b0463bd89d435e1d,129d2f426cf6a91963a5663747ae0b32495896157836e7c4109069cad56459ed,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,186298,184232,direct_python_execution
PYOBS-20260921T013915Z,123,严格策略下FV回绕候选,PDU-E,3,efdf03275f0fea9f,20301314,21a74a442d0e741be0f7168ec3dcf0d27345c2c9ca8ffdcca6355e4aed3aa83a,5a6432464f8358c54c88a0664effaa2de78a4f5c156839715237c361dad80bf9,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,158176,156096,direct_python_execution
PYOBS-20260921T013915Z,124,严格策略下FV回绕候选,PDU-E,4,efdf03275f0fea9f,20301315,51116dd3dc40c5cd61863fe2a47e88a30baea0b7b07d8c6b0ea3eedbd9b9f5cb,89c18ce81c86a17e67e5818c84da1a8a9435b98e234a87594d9d5332f31cdd18,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,160852,158557,direct_python_execution
PYOBS-20260921T013915Z,125,严格策略下FV回绕候选,PDU-E,5,efdf03275f0fea9f,20301316,ac444d75fe31a0d2ae6f879cee1713cecdaa5b41b062ac7dc035282a7d1d5246,f78151b8280cec65d8a40934ccb55bdc91a13f6d61e5033ee70845d964fad68c,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,160528,158330,direct_python_execution
